fips,unemp,extra_column
29137,4.8,14
29139,4.6,46
29141,5.8,13
29143,9.3,82
29145,4.3,82
29147,4.6,62
29149,6.1,74
29151,3.4,70
29153,7.3,13
29155,8.9,71
29157,3.5,83
29159,4.9,2
29161,4.7,74
29163,4.5,70
29165,3.6,36
29167,4.8,95
29169,5.4,90
29171,4.5,41
29173,4.0,31
29175,5.2,27
29177,4.9,38
29179,6.5,59
29181,7.0,42
29183,3.5,18
29185,6.3,79
29186,4.6,16
29187,5.5,96
29189,4.2,39
29195,4.7,27
29197,6.3,39
29199,4.1,76
29201,5.7,100
29203,7.4,70
29205,4.1,38
29207,6.4,44
29209,7.0,64
29211,5.8,78
29213,7.4,70
29215,6.2,48
29217,4.8,83
29219,4.2,88
29221,6.3,17
29223,5.4,65
29225,4.9,36
29227,3.0,87
29229,5.9,70
29510,5.4,47
30001,3.3,10
30003,7.2,38
30005,4.6,75
30007,4.9,91
30009,3.9,80
30011,2.9,12
30013,4.0,5
30015,3.8,99
30017,3.5,61
30019,2.6,80
30021,3.9,100
30023,3.8,45
30025,3.6,71
30027,3.9,22
30029,5.6,68
30031,2.8,97
30033,2.8,83
30035,8.6,10
30037,4.4,70
30039,5.9,54
30041,4.3,36
30043,4.6,9
30045,3.4,82
30047,4.7,88
30049,3.3,99
30051,3.1,68
30053,9.0,31
30055,2.0,83
30057,3.8,15
30059,4.0,9
30061,7.6,69
30063,3.7,41
30065,5.1,8
30067,4.3,81
30069,4.8,1
30071,5.3,20
30073,4.2,55
30075,2.3,98
30077,5.0,1
30079,3.4,72
30081,4.8,57
30083,5.0,68
30085,5.3,48
30087,5.5,11
30089,7.8,33
30091,3.3,24
30093,4.3,52
30095,4.0,33
30097,3.1,93
30099,3.7,89
30101,3.5,41
30103,4.5,48
30105,3.4,81
30107,5.1,68
30109,3.8,61
30111,3.6,61
31001,3.3,12
31003,2.7,9
31005,6.2,25
31007,3.8,19
31009,4.5,50
31011,2.8,60
31013,3.8,57
31015,3.2,73
31017,3.9,44
31019,2.6,91
31021,3.8,72
31023,3.3,74
31025,3.5,4
31027,2.7,4
31029,2.2,81
31031,2.4,23
31033,3.0,89
31035,3.3,18
31037,3.0,38
31039,3.0,88
31041,2.5,73
31043,4.3,9
31045,3.1,12
31047,3.1,49
31049,2.8,17
31051,3.5,57
31053,3.2,61
31055,3.5,77
31057,2.3,76
31059,2.9,49
31061,3.1,3
31063,3.0,46
31065,2.9,66
31067,3.5,8
31069,3.4,33
31071,2.8,77
31073,2.7,70
31075,2.4,55
31077,3.3,34
31079,3.8,39
31081,2.9,65
31083,2.6,27
31085,2.5,70
31087,3.8,64
31089,2.6,70
31091,3.8,11
31093,3.5,19
31095,2.5,83
31097,3.3,73
31099,2.5,3
31101,3.1,80
31103,2.1,19
31105,4.3,99
31107,3.2,80
31109,2.9,4
31111,3.2,9
31113,2.9,69
31115,3.6,36
31117,2.4,18
31119,2.9,48
31121,3.8,72
31123,3.4,94
31125,2.8,83
31127,3.8,24
31129,3.1,68
31131,3.5,34
31133,2.4,92
31135,2.3,28
31137,2.6,11
31139,2.8,2
31141,3.7,35
31143,2.8,100
31145,3.0,59
31147,3.4,76
31149,2.7,45
31151,3.2,99
31153,3.0,1
31155,3.2,74
31157,3.6,53
31159,3.0,73
31161,3.0,17
31163,3.3,78
31165,2.8,8
31167,2.7,56
31169,2.6,38
31171,3.4,55
31173,5.0,37
31175,3.0,73
31177,3.3,73
31179,2.8,40
31181,3.3,76
31183,2.3,85
31185,2.8,61
32001,5.4,17
32003,5.8,66
32005,5.6,62
32007,4.5,6
32009,4.5,63
32011,4.6,55
32013,5.4,53
32015,6.2,94
32017,5.1,57
32019,7.4,55
32021,6.6,79
32023,7.3,95
32027,5.9,1
32029,6.3,85
32031,5.0,14
32033,4.6,53
32510,6.1,93
33001,2.8,22
33003,3.0,15
33005,2.7,26
33007,3.9,50
33009,2.4,18
33011,3.0,37
33013,2.5,71
33015,3.0,69
33017,2.5,39
33019,2.4,19
34001,7.4,65
34003,4.2,4
34005,4.4,18
34007,5.5,49
34009,9.8,56
34011,7.5,34
34013,6.0,1
34015,5.1,85
34017,4.7,2
34019,3.8,100
34021,4.3,68
34023,4.4,44
34025,4.4,89
34027,3.9,42
34029,5.2,93
34031,6.1,18
34033,6.3,86
34035,4.1,30
34037,4.7,13
34039,5.2,54
34041,4.6,57
35001,5.8,60
35003,8.2,8
35005,6.8,44
35006,8.3,8
35007,6.1,99
35009,5.1,73
35011,4.9,66
35013,7.2,80
35015,6.6,76
35017,6.6,38
35019,6.5,91
35021,7.2,59
35023,5.7,41
35025,9.5,19
35027,6.0,77
35028,4.2,24
35029,14.7,30
35031,9.5,97
35033,8.8,19
35035,6.0,3
35037,6.9,93
35039,7.5,72
35041,5.7,58
35043,6.7,23
35045,8.9,53
35047,7.7,98
35049,5.4,82
35051,8.5,62
35053,7.5,76
35055,8.5,65
35057,9.1,8
35059,4.1,81
35061,7.2,38
36001,4.0,76
36003,6.2,63
36005,7.1,8
36007,5.4,74
36009,5.9,72
36011,5.0,84
36013,5.8,68
36015,5.7,38
36017,5.0,42
36019,5.3,28
36021,3.7,55
36023,5.7,55
36025,5.5,57
36027,4.2,3
36029,4.9,66
36031,5.3,32
36033,5.6,27
36035,5.7,33
36037,4.6,15
36039,5.0,99
36041,6.5,7
36043,5.5,82
36045,6.2,54
36047,5.3,15
36049,6.7,47
36051,4.9,67
36053,5.2,31
36055,4.7,25
36057,5.7,97
36059,3.9,9
36061,4.5,21
36063,5.8,98
36065,4.8,63
36067,4.5,4
36069,4.3,17
36071,4.3,39
36073,5.7,100
36075,6.4,36
36077,4.9,21
36079,4.0,85
36081,4.5,75
36083,4.3,19
36085,5.2,68
36087,4.2,48
36089,6.6,35
36091,3.8,78
36093,4.3,33
36095,5.4,75
36097,6.0,7
36099,4.7,86
36101,5.8,100
36103,4.3,52
36105,4.8,74
36107,5.1,76
36109,4.1,23
36111,4.4,15
36113,5.2,40
36115,4.6,9
36117,4.9,12
36119,4.2,35
36121,5.3,31
36123,4.4,72
37001,4.7,97
37003,4.3,32
37005,5.6,87
37007,5.8,83
37009,4.8,70
37011,5.0,82
37013,5.7,69
37015,6.7,95
37017,6.9,90
37019,6.3,80
37021,3.8,37
37023,4.9,24
37025,4.5,27
37027,5.2,62
37029,5.2,29
37031,5.2,72
37033,5.4,5
37035,4.7,48
37037,4.2,81
37039,5.6,32
37041,6.4,98
37043,5.4,87
37045,5.5,51
37047,6.4,16
37049,5.3,100
37051,6.3,21
37053,5.2,4
37055,6.7,74
37057,4.8,39
37059,4.5,30
37061,5.4,53
37063,4.5,32
37065,8.6,21
37067,4.9,33
37069,5.1,45
37071,5.3,82
37073,5.2,16
37075,8.8,41
37077,4.3,74
37079,5.2,89
37081,5.2,59
37083,8.0,33
37085,5.7,36
37087,4.6,40
37089,4.2,27
37091,6.5,17
37093,6.5,17
37095,9.4,89
37097,4.8,29
37099,5.4,85
37101,4.6,85
37103,5.3,53
37105,5.9,9
37107,5.9,35
37109,4.6,18
37111,4.8,99
37113,5.4,5
37115,4.9,65
37117,6.7,86
37119,4.7,50
37121,6.1,56
37123,5.2,80
37125,5.0,80
37127,6.6,5
37129,4.7,94
37131,7.3,27
37133,5.5,48
37135,4.3,17
37137,5.3,90
37139,6.3,69
37141,5.3,53
37143,6.4,20
37145,5.5,43
37147,5.5,22
37149,4.7,32
37151,4.9,43
37153,7.0,3
37155,7.9,76
37157,5.6,60
37159,5.5,55
37161,6.7,78
37163,5.4,63
37165,9.2,6
37167,4.6,22
37169,4.8,79
37171,4.8,62
37173,6.1,60
37175,4.9,78
37177,8.4,50
37179,4.3,75
37181,7.2,60
37183,4.2,14
37185,7.3,77
37187,7.4,14
37189,4.5,32
37191,5.8,10
37193,4.8,82
37195,8.1,17
37197,4.4,48
37199,5.2,60
38001,2.7,4
38003,3.3,76
38005,4.1,95
38007,3.2,92
38009,4.8,75
38011,2.2,87
38013,4.9,75
38015,2.6,1
38017,2.3,27
38019,2.7,18
38021,2.0,93
38023,2.7,69
38025,3.1,33
38027,4.5,32
38029,4.5,17
38031,3.1,51
38033,2.8,40
38035,2.4,51
38037,3.2,67
38039,3.0,74
38041,3.1,90
38043,3.9,98
38045,2.5,68
38047,3.5,5
38049,5.1,65
38051,3.2,84
38053,3.8,83
38055,3.6,4
38057,4.6,100
38059,3.3,13
38061,3.1,4
38063,3.5,21
38065,5.4,87
38067,5.1,69
38069,4.1,12
38071,2.9,24
38073,2.3,74
38075,4.1,32
38077,2.8,33
38079,11.0,91
38081,2.0,15
38083,5.8,24
38085,4.4,13
38087,2.5,32
38089,4.0,77
38091,2.2,21
38093,2.5,23
38095,2.3,45
38097,2.9,98
38099,3.9,1
38101,4.2,61
38103,4.0,36
38105,4.4,43
39001,7.5,12
39003,5.0,72
39005,5.0,89
39007,6.0,53
39009,6.2,61
39011,3.7,28
39013,7.4,26
39015,5.7,81
39017,4.4,74
39019,6.8,43
39021,4.5,18
39023,5.2,60
39025,4.4,41
39027,5.8,71
39029,6.6,71
39031,7.0,60
39033,6.0,16
39035,5.4,63
39037,4.1,99
39039,4.8,6
39041,3.5,63
39043,5.5,47
39045,4.2,98
39047,4.4,98
39049,4.0,19
39051,4.6,38
39053,6.7,70
39055,4.4,38
39057,4.3,27
39059,7.0,68
39061,4.3,54
39063,3.6,26
39065,5.0,70
39067,7.5,19
39069,5.3,38
39071,6.3,74
39073,5.4,53
39075,3.5,3
39077,6.5,96
39079,7.8,53
39081,8.3,86
39083,4.5,63
39085,4.8,26
39087,6.4,40
39089,4.3,38
39091,4.2,21
39093,5.9,80
39095,5.1,63
39097,3.8,44
39099,6.3,7
39101,5.0,4
39103,4.3,96
39105,8.3,40
39107,3.2,6
39109,4.3,7
39111,11.1,93
39113,4.8,91
39115,8.1,59
39117,4.9,68
39119,6.0,83
39121,8.6,4
39123,6.4,39
39125,4.6,18
39127,6.2,65
39129,4.7,53
39131,7.4,14
39133,5.0,98
39135,4.7,42
39137,3.6,79
39139,5.5,85
39141,5.5,15
39143,4.7,46
39145,7.6,95
39147,4.8,87
39149,4.1,72
39151,5.4,79
39153,5.0,88
39155,6.7,60
39157,5.7,12
39159,3.8,97
39161,4.0,93
39163,7.0,33
39165,4.1,16
39167,6.9,42
39169,3.9,50
39171,4.4,41
39173,4.1,79
39175,3.7,67
40001,6.0,38
40003,3.4,78
40005,6.7,92
40007,3.2,48
40009,7.5,87
40011,3.8,65
40013,4.4,52
40015,5.4,49
40017,4.0,34
40019,5.2,24
40021,5.6,23
40023,7.8,80
40025,2.5,41
40027,3.9,56
40029,7.5,90
40031,4.7,3
40033,4.9,33
40035,4.9,97
40037,5.9,77
40039,4.7,88
40041,5.0,45
40043,4.1,62
40045,3.9,80
40047,4.3,80
40049,5.4,100
40051,5.0,11
40053,3.3,87
40055,7.5,79
40057,3.9,90
40059,3.9,6
40061,8.4,41
40063,7.5,3
40065,4.5,92
40067,7.2,6
40069,5.9,81
40071,6.4,92
40073,3.4,91
40075,5.4,55
40077,8.8,76
40079,7.0,90
40081,5.3,33
40083,4.1,1
40085,3.2,40
40087,4.2,41
40089,7.2,57
40091,9.0,69
40093,4.2,63
40095,5.1,81
40097,5.2,61
40099,4.5,47
40101,5.5,78
40103,3.7,100
40105,6.2,72
40107,6.2,83
40109,4.3,6
40111,7.2,18
40113,5.8,65
40115,5.1,66
40117,6.7,7
40119,3.8,31
40121,6.3,91
40123,4.1,84
40125,4.7,50
40127,7.6,27
40129,5.2,23
40131,5.1,90
40133,7.1,96
40135,6.3,14
40137,9.7,80
40139,3.5,28
40141,4.5,18
40143,4.7,66
40145,4.8,68
40147,4.9,95
40149,7.2,2
40151,3.3,4
40153,6.3,99
41001,6.4,33
41003,3.9,57
41005,4.4,44
41007,4.8,83
41009,6.2,7
41011,6.5,43
41013,7.0,92
41015,6.9,20
41017,4.9,41
41019,6.4,14
41021,5.9,88
41023,7.8,83
41025,6.3,33
41027,4.2,91
41029,5.8,69
41031,6.7,41
41033,6.6,22
41035,6.9,9
41037,6.4,47
41039,5.1,93
41041,5.7,73
41043,5.8,32
41045,5.6,50
41047,5.1,3
41049,5.0,12
41051,4.3,54
41053,5.1,42
41055,4.6,39
41057,5.0,74
41059,5.4,44
41061,5.9,41
41063,6.7,63
41065,4.9,69
41067,4.2,24
41069,4.3,3
41071,4.7,66
42001,4.0,1
42003,5.2,80
42005,7.6,87
42007,6.3,50
42009,5.9,80
42011,5.0,78
42013,5.3,66
42015,6.6,14
42017,4.6,75
42019,5.1,2
42021,6.9,64
42023,7.5,41
42025,6.0,62
42027,4.2,28
42029,3.9,86
42031,6.4,50
42033,7.4,46
42035,7.1,93
42037,5.6,46
42039,6.0,35
42041,4.1,17
42043,4.8,11
42045,4.9,6
42047,5.6,91
42049,6.6,22
42051,8.2,64
42053,8.0,98
42055,5.2,39
42057,6.4,69
42059,7.8,50
42061,7.1,25
42063,7.3,38
42065,6.9,69
42067,5.4,11
42069,5.7,37
42071,4.2,6
42073,6.8,11
42075,4.5,18
42077,5.4,88
42079,6.4,86
42081,6.7,5
42083,6.7,37
42085,6.0,57
42087,5.8,76
42089,6.3,83
42091,4.2,95
42093,4.3,24
42095,5.2,55
42097,6.3,27
42099,4.7,32
42101,6.8,51
42103,6.4,68
42105,7.9,44
42107,6.2,96
42109,4.7,56
42111,7.3,65
42113,7.2,73
42115,5.7,91
42117,7.2,56
42119,4.8,42
42121,7.3,27
42123,5.5,68
42125,6.2,18
42127,5.9,76
42129,5.9,59
42131,6.2,97
42133,4.7,15
44001,4.6,47
44003,4.8,12
44005,4.7,18
44007,5.7,91
44009,4.8,92
45001,5.3,17
45003,4.8,21
45005,8.5,57
45007,4.4,38
45009,9.0,57
45011,7.0,23
45013,4.6,73
45015,4.4,68
45017,6.0,37
45019,3.9,99
45021,5.7,24
45023,6.9,14
45025,4.8,86
45027,6.3,64
45029,5.4,3
45031,6.0,4
45033,6.6,61
45035,4.4,13
45037,5.5,97
45039,7.0,41
45041,5.1,32
45043,6.5,89
45045,4.1,85
45047,5.0,13
45049,5.7,27
45051,5.6,37
45053,4.2,34
45055,5.1,98
45057,5.2,74
45059,5.0,86
45061,6.9,82
45063,4.0,68
45065,5.5,31
45067,8.4,78
45069,8.2,4
45071,4.4,84
45073,5.0,73
45075,8.6,11
45077,4.8,21
45079,4.7,29
45081,4.4,75
45083,4.6,56
45085,5.7,48
45087,6.0,27
45089,7.5,33
45091,4.5,48
46003,2.1,83
46005,2.5,62
46007,3.7,57
46009,2.6,5
46011,2.6,15
46013,2.5,71
46015,2.4,37
46017,7.9,71
46019,3.2,42
46021,2.8,87
46023,3.0,21
46025,3.7,72
46027,2.8,4
46029,2.9,62
46031,4.2,8
46033,3.8,54
46035,2.3,25
46037,4.1,32
46039,4.6,29
46041,8.5,45
46043,2.4,23
46045,2.2,50
46047,4.2,64
46049,2.5,27
46051,3.1,86
46053,2.9,92
46055,2.3,31
46057,3.2,36
46059,2.0,35
46061,3.2,39
46063,2.7,92
46065,2.2,89
46067,2.4,29
46069,2.5,47
46071,3.9,47
46073,2.2,14
46075,2.3,72
46077,2.5,86
46079,3.2,70
46081,3.1,20
46083,2.0,83
46085,4.5,23
46087,2.3,34
46089,3.3,67
46091,3.6,21
46093,3.0,46
46095,3.9,47
46097,2.5,30
46099,2.4,80
46101,3.4,70
46102,10.0,88
46103,2.9,12
46105,2.8,40
46107,2.6,13
46109,3.9,100
46111,2.8,66
46115,2.9,42
46117,2.2,4
46119,2.2,72
46121,6.1,84
46123,2.1,97
46125,2.7,20
46127,2.9,42
46129,4.8,59
46135,2.4,75
46137,4.2,16
47001,5.0,70
47003,5.1,8
47005,7.3,75
47007,7.1,74
47009,4.5,9
47011,4.5,34
47013,7.0,79
47015,4.7,4
47017,6.8,24
47019,5.7,86
47021,4.0,37
47023,5.1,30
47025,6.3,14
47027,6.7,30
47029,6.5,75
47031,4.8,59
47033,5.3,21
47035,6.0,17
47037,3.6,84
47039,7.0,75
47041,5.7,64
47043,4.4,67
47045,6.3,50
47047,5.2,71
47049,6.3,35
47051,5.0,6
47053,6.0,97
47055,4.1,47
47057,5.5,98
47059,5.5,12
47061,6.7,97
47063,5.2,73
47065,4.7,98
47067,8.0,87
47069,6.3,99
47071,6.1,49
47073,5.5,26
47075,6.6,17
47077,7.0,35
47079,5.9,8
47081,4.6,29
47083,7.7,53
47085,6.1,83
47087,7.2,17
47089,5.4,48
47091,4.9,60
47093,4.1,69
47095,7.9,25
47097,7.8,46
47099,5.8,55
47101,6.1,80
47103,4.2,30
47105,4.8,95
47107,5.5,67
47109,7.1,34
47111,4.4,6
47113,5.0,68
47115,6.4,82
47117,4.6,44
47119,4.1,20
47121,6.9,55
47123,5.4,2
47125,5.2,89
47127,3.9,64
47129,6.6,77
47131,7.2,2
47133,5.5,14
47135,6.5,88
47137,6.7,20
47139,5.8,43
47141,5.0,40
47143,7.4,11
47145,5.6,70
47147,4.2,33
47149,3.8,32
47151,7.6,96
47153,5.9,75
47155,5.0,36
47157,5.5,75
47159,4.6,29
47161,7.0,14
47163,5.3,35
47165,3.9,70
47167,5.8,70
47169,4.9,14
47171,7.2,70
47173,5.8,92
47175,6.3,53
47177,4.9,96
47179,4.9,43
47181,6.7,47
47183,6.1,10
47185,5.1,85
47187,3.5,78
47189,3.9,94
48001,4.3,44
48003,4.8,8
48005,6.0,43
48007,5.7,67
48009,4.4,34
48011,2.8,26
48013,5.3,40
48015,5.3,52
48017,4.4,9
48019,4.1,56
48021,3.7,96
48023,3.6,57
48025,7.7,33
48027,4.4,100
48029,3.7,83
48031,3.1,8
48033,3.6,58
48035,4.3,83
48037,4.7,43
48039,5.2,23
48041,3.4,19
48043,3.8,73
48045,4.4,21
48047,11.9,76
48049,4.4,66
48051,4.7,26
48053,3.5,15
48055,4.3,28
48057,5.6,37
48059,4.3,91
48061,7.2,36
48063,6.8,46
48065,3.4,78
48067,7.3,86
48069,3.1,27
48071,6.1,65
48073,5.2,55
48075,3.1,34
48077,4.5,73
48079,5.6,16
48081,4.1,67
48083,5.9,1
48085,3.5,20
48087,3.5,59
48089,4.8,22
48091,3.6,40
48093,4.3,30
48095,3.6,90
48097,4.0,34
48099,4.5,34
48101,5.4,63
48103,8.5,45
48105,7.6,90
48107,4.4,95
48109,3.8,32
48111,2.3,33
48113,4.0,88
48115,5.1,3
48117,3.1,57
48119,4.0,88
48121,3.4,94
48123,5.6,71
48125,5.1,76
48127,7.2,59
48129,4.3,84
48131,11.1,81
48133,5.5,99
48135,6.4,56
48137,4.9,67
48139,3.8,48
48141,4.9,5
48143,4.1,43
48145,4.5,17
48147,3.8,77
48149,3.7,15
48151,4.4,30
48153,5.2,43
48155,3.9,85
48157,5.0,23
48159,5.0,33
48161,6.9,3
48163,5.0,79
48165,3.7,57
48167,5.3,67
48169,3.9,3
48171,2.8,68
48173,3.8,42
48175,5.8,8
48177,4.3,51
48179,7.0,95
48181,3.8,12
48183,6.1,72
48185,6.7,27
48187,3.6,63
48189,5.7,79
48191,7.1,59
48193,4.9,56
48195,3.1,14
48197,3.9,49
48199,6.1,26
48201,5.3,51
48203,6.1,80
48205,2.2,2
48207,4.4,85
48209,3.3,85
48211,3.8,15
48213,4.7,51
48215,7.8,82
48217,4.5,51
48219,4.7,53
48221,4.7,19
48223,4.0,27
48225,4.5,84
48227,5.6,69
48229,6.7,71
48231,4.3,88
48233,5.6,56
48235,3.2,29
48237,4.9,7
48239,4.8,68
48241,7.8,57
48243,2.9,17
48245,7.0,34
48247,9.6,22
48249,10.7,4
48251,4.3,55
48253,5.9,54
48255,4.9,63
48257,3.8,7
48259,3.2,14
48261,5.2,75
48263,3.0,90
48265,3.6,67
48267,3.9,71
48269,4.0,42
48271,6.0,56
48273,6.9,91
48275,4.4,64
48277,4.6,6
48279,6.6,18
48281,4.1,58
48283,5.2,56
48285,4.3,38
48287,3.8,35
48289,6.6,85
48291,7.6,78
48293,5.7,18
48295,4.6,56
48297,6.0,26
48299,4.1,100
48301,4.3,67
48303,3.4,85
48305,4.0,87
48307,4.6,23
48309,4.0,48
48311,2.2,92
48313,5.1,58
48315,7.1,72
48317,4.4,96
48319,3.7,12
48321,7.4,79
48323,11.3,11
48325,4.4,19
48327,4.6,35
48329,4.4,21
48331,5.2,91
48333,4.2,63
48335,7.2,37
48337,5.0,55
48339,4.9,4
48341,3.0,56
48343,11.0,8
48345,3.7,59
48347,4.7,89
48349,4.2,77
48351,8.1,9
48353,4.9,29
48355,5.7,31
48357,5.4,92
48359,3.0,77
48361,6.8,64
48363,5.6,11
48365,7.4,77
48367,4.1,74
48369,2.5,60
48371,5.9,64
48373,6.3,39
48375,3.3,39
48377,10.7,94
48379,4.0,17
48381,3.0,12
48383,6.6,39
48385,5.7,85
48387,5.9,47
48389,5.6,23
48391,6.8,97
48393,4.7,65
48395,5.0,9
48397,3.5,46
48399,4.1,12
48401,5.8,12
48403,9.6,89
48405,9.1,60
48407,6.3,57
48409,7.6,25
48411,3.4,12
48413,5.7,93
48415,5.9,12
48417,3.9,64
48419,6.0,46
48421,2.9,67
48423,4.5,81
48425,4.7,87
48427,13.6,83
48429,5.3,86
48431,4.2,49
48433,4.6,6
48435,8.0,92
48437,4.3,79
48439,3.9,7
48441,3.7,21
48443,4.1,92
48445,4.9,55
48447,3.7,39
48449,6.2,9
48451,4.5,83
48453,3.1,30
48455,6.3,51
48457,7.6,1
48459,6.5,13
48461,5.4,62
48463,5.3,23
48465,6.3,68
48467,4.3,46
48469,5.4,46
48471,5.3,23
48473,5.7,9
48475,5.8,16
48477,5.1,76
48479,4.9,32
48481,5.0,68
48483,5.0,22
48485,4.4,80
48487,4.8,65
48489,12.4,74
48491,3.3,64
48493,3.9,97
48495,7.9,20
48497,4.8,63
48499,5.3,8
48501,4.7,24
48503,4.4,60
48505,11.0,96
48507,14.1,3
49001,5.0,71
49003,3.5,55
49005,3.1,67
49007,5.9,18
49009,4.9,19
49011,3.1,99
49013,8.9,58
49015,6.3,78
49017,8.4,50
49019,5.8,40
49021,4.3,60
49023,3.6,38
49025,3.8,96
49027,3.3,40
49029,3.0,26
49031,6.0,82
49033,3.2,96
49035,3.2,61
49037,8.0,75
49039,3.9,73
49041,4.4,91
49043,3.1,98
49045,3.8,97
49047,9.3,52
49049,3.0,22
49051,3.3,29
49053,3.7,81
49055,7.7,41
49057,3.8,2
50001,3.1,54
50003,3.8,33
50005,4.1,8
50007,2.5,86
50009,5.9,11
50011,3.2,38
50013,4.0,19
50015,4.3,6
50017,3.1,47
50019,5.2,60
50021,3.9,54
50023,3.2,94
50025,3.3,3
50027,2.9,60
51001,4.8,63
51003,3.5,39
51005,5.1,19
51007,4.2,87
51009,4.3,14
51011,4.6,70
51013,2.6,66
51015,3.6,25
51017,3.7,28
51019,4.1,55
51021,5.2,35
51023,3.6,20
51025,6.0,34
51027,10.8,23
51029,5.3,15
51031,4.4,40
51033,4.4,9
51035,5.1,65
51036,4.5,11
51037,5.0,58
51041,3.8,10
51043,3.5,56
51045,4.7,90
51047,3.8,32
51049,4.6,52
51051,9.9,66
51053,4.8,54
51057,4.8,23
51059,3.2,77
51061,3.4,61
51063,4.0,76
51065,3.3,4
51067,4.3,17
51069,3.5,78
51071,5.3,6
51073,3.7,22
51075,3.7,9
51077,5.2,71
51079,3.2,36
51081,5.1,62
51083,5.8,74
51085,3.5,12
51087,3.8,44
51089,5.6,76
51091,3.2,3
51093,4.3,65
51095,3.9,90
51097,4.2,54
51099,4.2,92
51101,3.7,97
51103,5.6,99
51105,6.8,51
51107,3.2,6
51109,3.8,72
51111,4.6,1
51113,3.1,33
51115,4.0,32
51117,5.6,31
51119,3.8,21
51121,4.0,60
51125,3.6,26
51127,3.4,84
51131,5.7,34
51133,5.4,69
51135,3.9,28
51137,4.0,29
51139,5.6,74
51141,4.8,86
51143,4.7,27
51145,3.5,77
51147,5.3,8
51149,4.8,74
51153,3.6,39
51155,5.8,49
51157,3.5,88
51159,3.7,40
51161,3.5,38
51163,4.4,27
51165,3.5,15
51167,6.5,3
51169,4.8,50
51171,3.7,87
51173,5.8,29
51175,3.9,9
51177,4.1,65
51179,3.9,9
51181,5.3,27
51183,6.1,46
51185,7.5,61
51187,4.0,27
51191,4.5,84
51193,4.6,46
51195,8.5,76
51197,5.7,70
51199,3.9,61
51510,2.9,64
51520,5.1,60
51530,5.1,65
51540,3.3,41
51550,4.3,54
51570,4.4,95
51580,5.8,51
51590,6.0,15
51595,6.5,39
51600,3.0,3
51610,2.7,80
51620,5.9,76
51630,4.7,1
51640,5.0,37
51650,5.6,48
51660,4.7,61
51670,6.5,38
51678,6.3,84
51680,5.2,95
51683,3.6,94
51685,3.5,6
51690,7.1,73
51700,5.1,66
51710,5.2,5
51720,6.8,70
51730,7.6,8
51735,3.5,26
51740,6.1,46
51750,5.4,65
51760,4.6,11
51770,4.3,92
51775,3.9,68
51790,3.9,18
51800,4.7,22
51810,3.9,37
51820,4.1,8
51830,5.6,92
51840,3.9,88
53001,6.8,37
53003,5.1,43
53005,6.5,53
53007,5.9,97
53009,7.9,100
53011,6.3,86
53013,6.8,93
53015,7.5,100
53017,7.1,94
53019,10.8,94
53021,7.6,92
53023,6.0,72
53025,7.4,63
53027,8.7,89
53029,6.0,59
53031,7.3,47
53033,3.9,13
53035,5.8,88
53037,6.0,84
53039,7.1,14
53041,8.1,58
53043,5.7,35
53045,7.8,6
53047,6.9,65
53049,8.3,46
53051,9.1,1
53053,6.3,58
53055,4.8,45
53057,6.8,76
53059,7.2,5
53061,4.4,100
53063,6.3,63
53065,8.6,73
53067,5.8,24
53069,9.0,51
53071,5.6,60
53073,6.0,82
53075,5.1,48
53077,8.0,40
54001,6.7,25
54003,3.8,6
54005,8.9,18
54007,8.6,13
54009,6.9,78
54011,4.7,23
54013,12.6,72
54015,10.2,68
54017,4.9,10
54019,7.9,56
54021,8.2,58
54023,5.8,4
54025,5.3,8
54027,4.2,49
54029,6.9,51
54031,5.6,6
54033,5.8,98
54035,6.4,82
54037,3.3,38
54039,5.4,63
54041,8.4,24
54043,8.4,11
54045,10.1,73
54047,12.1,35
54049,6.4,87
54051,7.9,83
54053,7.1,2
54055,6.5,23
54057,5.9,3
54059,12.5,70
54061,4.3,2
54063,4.5,4
54065,4.3,8
54067,8.8,69
54069,5.5,43
54071,3.9,24
54073,8.1,61
54075,6.6,42
54077,5.6,56
54079,4.8,66
54081,6.9,70
54083,5.9,66
54085,6.5,12
54087,10.1,25
54089,6.1,26
54091,5.5,36
54093,5.3,87
54095,8.7,35
54097,7.4,52
54099,6.5,96
54101,8.3,81
54103,9.2,3
54105,8.7,51
54107,5.7,73
54109,10.1,94
55001,6.2,80
55003,5.6,15
55005,4.7,16
55007,7.1,9
55009,3.7,23
55011,4.6,15
55013,6.2,74
55015,3.3,39
55017,4.4,100
55019,4.0,37
55021,3.7,53
55023,5.0,53
55025,2.9,46
55027,3.8,14
55029,5.1,93
55031,5.5,97
55033,4.2,99
55035,3.5,85
55037,6.2,40
55039,3.6,72
55041,6.4,59
55043,4.1,14
55045,3.4,98
55047,5.0,99
55049,3.6,88
55051,7.7,71
55053,4.5,88
55055,4.0,24
55057,4.6,32
55059,4.8,99
55061,3.8,32
55063,3.7,92
55065,3.3,66
55067,5.3,23
55069,4.5,60
55071,4.5,85
55073,3.7,89
55075,5.6,78
55077,5.2,82
55078,7.8,55
55079,5.1,88
55081,4.0,68
55083,4.6,94
55085,5.0,23
55087,3.6,57
55089,3.5,9
55091,3.9,34
55093,4.2,82
55095,4.7,29
55097,3.9,60
55099,4.4,48
55101,5.1,37
55103,3.8,57
55105,4.6,69
55107,5.3,15
55109,3.9,60
55111,3.7,79
55113,6.5,12
